country,date,cumulative_total_cases,daily_new_cases,active_cases,cumulative_total_deaths,daily_new_deaths,Population Density,stringency_index,hospital_beds_per_1000 people,GDP/Capita,Population aged 65 and over (%),Death Rate,exp_Death Rate,sqrt(daily)
Austria,2020-05-01 00:00:00,15531,79,1832,589,5,108.2106487,67.59,7.37,50137.7,19,0.037924152,1.03865245,2.236067977
Austria,2020-05-02 00:00:00,15558,27,1782,596,7,108.2106487,64.81,7.37,50137.7,19,0.038308266,1.039051488,2.645751311
Austria,2020-05-03 00:00:00,15597,39,1771,598,2,108.2106487,64.81,7.37,50137.7,19,0.038340707,1.039085196,1.414213562
Austria,2020-05-04 00:00:00,15621,24,1705,600,2,108.2106487,64.81,7.37,50137.7,19,0.038409833,1.039157026,1.414213562
Austria,2020-05-05 00:00:00,15650,29,1582,606,6,108.2106487,64.81,7.37,50137.7,19,0.038722045,1.039481514,2.449489743
Austria,2020-05-06 00:00:00,15684,34,1437,608,2,108.2106487,64.81,7.37,50137.7,19,0.038765621,1.039526812,1.414213562
Austria,2020-05-07 00:00:00,15752,68,1445,609,1,108.2106487,64.81,7.37,50137.7,19,0.038661757,1.039418848,1
Austria,2020-05-08 00:00:00,15774,22,1324,614,5,108.2106487,64.81,7.37,50137.7,19,0.038924813,1.039692309,2.236067977
Austria,2020-05-09 00:00:00,15833,59,1290,615,1,108.2106487,64.81,7.37,50137.7,19,0.038842923,1.039607172,1
Austria,2020-05-10 00:00:00,15871,38,1262,618,3,108.2106487,64.81,7.37,50137.7,19,0.038938945,1.039707003,1.732050808
Austria,2020-05-11 00:00:00,15882,11,1201,620,2,108.2106487,59.26,7.37,50137.7,19,0.039037905,1.039809896,1.414213562
Austria,2020-05-12 00:00:00,15961,79,1190,623,3,108.2106487,59.26,7.37,50137.7,19,0.039032642,1.039804424,1.732050808
Austria,2020-05-13 00:00:00,15997,36,1069,624,1,108.2106487,59.26,7.37,50137.7,19,0.039007314,1.039778088,1
Austria,2020-05-14 00:00:00,16058,61,1027,626,2,108.2106487,59.26,7.37,50137.7,19,0.038983684,1.039753519,1.414213562
Austria,2020-05-15 00:00:00,16109,51,1010,628,2,108.2106487,59.26,7.37,50137.7,19,0.038984419,1.039754283,1.414213562
Austria,2020-05-16 00:00:00,16201,92,1048,629,1,108.2106487,59.26,7.37,50137.7,19,0.038824764,1.039588294,1
Austria,2020-05-17 00:00:00,16242,41,1050,629,0,108.2106487,59.26,7.37,50137.7,19,0.038726758,1.039486413,0
Austria,2020-05-18 00:00:00,16269,27,1026,629,0,108.2106487,59.26,7.37,50137.7,19,0.038662487,1.039419607,0
Austria,2020-05-19 00:00:00,16321,52,1011,632,3,108.2106487,59.26,7.37,50137.7,19,0.038723117,1.039482629,1.732050808
Austria,2020-05-20 00:00:00,16353,32,838,633,1,108.2106487,59.26,7.37,50137.7,19,0.038708494,1.039467428,1
Austria,2020-05-21 00:00:00,16404,51,820,633,0,108.2106487,59.26,7.37,50137.7,19,0.038588149,1.039342342,0
Austria,2020-05-22 00:00:00,16436,32,796,635,2,108.2106487,59.26,7.37,50137.7,19,0.038634704,1.039390729,1.414213562
Austria,2020-05-23 00:00:00,16486,50,810,639,4,108.2106487,59.26,7.37,50137.7,19,0.03876016,1.039521135,2
Austria,2020-05-24 00:00:00,16503,17,800,640,1,108.2106487,59.26,7.37,50137.7,19,0.038780828,1.03954262,1
Austria,2020-05-25 00:00:00,16539,36,760,641,1,108.2106487,59.26,7.37,50137.7,19,0.038756878,1.039517723,1
Austria,2020-05-26 00:00:00,16557,18,732,643,2,108.2106487,59.26,7.37,50137.7,19,0.038835538,1.039599495,1.414213562
Austria,2020-05-27 00:00:00,16591,34,718,645,2,108.2106487,59.26,7.37,50137.7,19,0.038876499,1.039642079,1.414213562
Austria,2020-05-28 00:00:00,16628,37,674,668,23,108.2106487,59.26,7.37,50137.7,19,0.040173202,1.04099106,4.795831523
Austria,2020-05-29 00:00:00,16655,27,640,668,0,108.2106487,53.7,7.37,50137.7,19,0.040108076,1.040923267,0
Austria,2020-05-30 00:00:00,16685,30,497,668,0,108.2106487,53.7,7.37,50137.7,19,0.04003596,1.040848203,0
Austria,2020-05-31 00:00:00,16731,46,470,668,0,108.2106487,53.7,7.37,50137.7,19,0.039925886,1.040733638,0
Austria,2020-06-01 00:00:00,16733,2,469,668,0,108.2106487,53.7,7.37,50137.7,19,0.039921114,1.040728672,0
Austria,2020-06-02 00:00:00,16759,26,461,669,1,108.2106487,53.7,7.37,50137.7,19,0.03991885,1.040726315,1
Austria,2020-06-03 00:00:00,16771,12,429,670,1,108.2106487,50,7.37,50137.7,19,0.039949914,1.040758645,1
Austria,2020-06-04 00:00:00,16805,34,418,670,0,108.2106487,50,7.37,50137.7,19,0.039869087,1.040674527,0
Austria,2020-06-05 00:00:00,16843,38,429,672,2,108.2106487,50,7.37,50137.7,19,0.03989788,1.040704492,1.414213562
Austria,2020-06-06 00:00:00,16898,55,437,672,0,108.2106487,50,7.37,50137.7,19,0.03976802,1.040569355,0
Austria,2020-06-07 00:00:00,16902,4,437,672,0,108.2106487,50,7.37,50137.7,19,0.039758608,1.040559562,0
Austria,2020-06-08 00:00:00,16968,66,457,672,0,108.2106487,50,7.37,50137.7,19,0.03960396,1.040398654,0
Austria,2020-06-09 00:00:00,16979,11,432,672,0,108.2106487,50,7.37,50137.7,19,0.039578303,1.04037196,0
Austria,2020-06-10 00:00:00,17005,26,422,673,1,108.2106487,50,7.37,50137.7,19,0.039576595,1.040370183,1
Austria,2020-06-11 00:00:00,17034,29,411,674,1,108.2106487,50,7.37,50137.7,19,0.039567923,1.040361161,1
Austria,2020-06-12 00:00:00,17064,30,404,675,1,108.2106487,50,7.37,50137.7,19,0.039556962,1.040349758,1
Austria,2020-06-13 00:00:00,17078,14,389,677,2,108.2106487,50,7.37,50137.7,19,0.039641644,1.04043786,1.414213562
Austria,2020-06-14 00:00:00,17109,31,373,677,0,108.2106487,50,7.37,50137.7,19,0.039569817,1.040363131,0
Austria,2020-06-15 00:00:00,17135,26,391,678,1,108.2106487,50,7.37,50137.7,19,0.039568135,1.040361382,1
Austria,2020-06-16 00:00:00,17189,54,419,681,3,108.2106487,50,7.37,50137.7,19,0.039618361,1.040413636,1.732050808
Austria,2020-06-17 00:00:00,17203,14,417,687,6,108.2106487,50,7.37,50137.7,19,0.039934895,1.040743014,2.449489743
Austria,2020-06-18 00:00:00,17223,20,434,688,1,108.2106487,50,7.37,50137.7,19,0.039946583,1.040755179,1
Austria,2020-06-19 00:00:00,17271,48,442,688,0,108.2106487,50,7.37,50137.7,19,0.039835563,1.04063964,0
Austria,2020-06-20 00:00:00,17323,52,460,688,0,108.2106487,50,7.37,50137.7,19,0.039715985,1.04051521,0
Austria,2020-06-21 00:00:00,17341,18,454,690,2,108.2106487,50,7.37,50137.7,19,0.039790093,1.040592323,1.414213562
Austria,2020-06-22 00:00:00,17380,39,449,690,0,108.2106487,50,7.37,50137.7,19,0.039700806,1.040499416,0
Austria,2020-06-23 00:00:00,17408,28,454,693,3,108.2106487,50,7.37,50137.7,19,0.039809283,1.040612293,1.732050808
Austria,2020-06-24 00:00:00,17449,41,474,693,0,108.2106487,50,7.37,50137.7,19,0.039715743,1.040514959,0
Austria,2020-06-25 00:00:00,17477,28,459,698,5,108.2106487,50,7.37,50137.7,19,0.039938204,1.040746459,2.236067977
Austria,2020-06-26 00:00:00,17522,45,476,698,0,108.2106487,50,7.37,50137.7,19,0.039835635,1.040639716,0
Austria,2020-06-27 00:00:00,17580,58,509,700,2,108.2106487,50,7.37,50137.7,19,0.039817975,1.040621338,1.414213562
Austria,2020-06-28 00:00:00,17654,74,551,702,2,108.2106487,50,7.37,50137.7,19,0.039764359,1.040565546,1.414213562
Austria,2020-06-29 00:00:00,17723,69,600,703,1,108.2106487,50,7.37,50137.7,19,0.039665971,1.040463171,1
Austria,2020-06-30 00:00:00,17766,43,583,705,2,108.2106487,50,7.37,50137.7,19,0.03968254,1.040480411,1.414213562
Austria,2020-07-01 00:00:00,17873,107,677,705,0,108.2106487,41.67,7.37,50137.7,19,0.039444973,1.040233256,0
Austria,2020-07-02 00:00:00,17941,68,722,705,0,108.2106487,41.67,7.37,50137.7,19,0.039295468,1.040077748,0
Austria,2020-07-03 00:00:00,18050,109,787,705,0,108.2106487,41.67,7.37,50137.7,19,0.039058172,1.039830971,0
Austria,2020-07-04 00:00:00,18165,115,853,705,0,108.2106487,41.67,7.37,50137.7,19,0.0388109,1.039573882,0
Austria,2020-07-05 00:00:00,18280,115,959,706,1,108.2106487,41.67,7.37,50137.7,19,0.038621444,1.039376947,1
Austria,2020-07-06 00:00:00,18365,85,1012,706,0,108.2106487,41.67,7.37,50137.7,19,0.03844269,1.039191171,0
Austria,2020-07-07 00:00:00,18421,56,1029,706,0,108.2106487,41.67,7.37,50137.7,19,0.038325824,1.039069731,0
Austria,2020-07-08 00:00:00,18513,92,1086,706,0,108.2106487,41.67,7.37,50137.7,19,0.038135364,1.03887185,0
Austria,2020-07-09 00:00:00,18615,102,1151,706,0,108.2106487,41.67,7.37,50137.7,19,0.037926403,1.038654789,0
Austria,2020-07-10 00:00:00,18709,94,1195,706,0,108.2106487,37.96,7.37,50137.7,19,0.037735849,1.038456887,0
Austria,2020-07-11 00:00:00,18783,74,1213,706,0,108.2106487,37.96,7.37,50137.7,19,0.03758718,1.038302512,0
Austria,2020-07-12 00:00:00,18897,114,1237,708,2,108.2106487,37.96,7.37,50137.7,19,0.037466264,1.038176973,1.414213562
Austria,2020-07-13 00:00:00,18948,51,1240,708,0,108.2106487,37.96,7.37,50137.7,19,0.037365421,1.038072285,0
Austria,2020-07-14 00:00:00,19021,73,1239,709,1,108.2106487,37.96,7.37,50137.7,19,0.037274591,1.037978001,1
Austria,2020-07-15 00:00:00,19154,133,1269,710,1,108.2106487,37.96,7.37,50137.7,19,0.037067975,1.037763561,1
Austria,2020-07-16 00:00:00,19270,116,1316,710,0,108.2106487,37.96,7.37,50137.7,19,0.036844837,1.037532021,0
Austria,2020-07-17 00:00:00,19439,169,1394,710,0,108.2106487,37.96,7.37,50137.7,19,0.036524513,1.037199728,0
Austria,2020-07-18 00:00:00,19573,134,1362,710,0,108.2106487,37.96,7.37,50137.7,19,0.03627446,1.036940406,0
Austria,2020-07-19 00:00:00,19655,82,1346,710,0,108.2106487,37.96,7.37,50137.7,19,0.036123124,1.036783491,0
Austria,2020-07-20 00:00:00,19743,88,1374,710,0,108.2106487,37.96,7.37,50137.7,19,0.035962113,1.036616572,0
Austria,2020-07-21 00:00:00,19827,84,1401,710,0,108.2106487,37.96,7.37,50137.7,19,0.035809754,1.036458646,0
Austria,2020-07-22 00:00:00,19929,102,1369,711,1,108.2106487,37.96,7.37,50137.7,19,0.035676652,1.0363207,1
Austria,2020-07-23 00:00:00,20099,170,1445,711,0,108.2106487,37.96,7.37,50137.7,19,0.035374894,1.036008029,0
Austria,2020-07-24 00:00:00,20214,115,1461,711,0,108.2106487,37.96,7.37,50137.7,19,0.035173642,1.035799552,0
Austria,2020-07-25 00:00:00,20338,124,1502,712,1,108.2106487,37.96,7.37,50137.7,19,0.035008359,1.035628365,1
Austria,2020-07-26 00:00:00,20472,134,1551,712,0,108.2106487,37.96,7.37,50137.7,19,0.034779211,1.03539108,0
Austria,2020-07-27 00:00:00,20558,86,1599,713,1,108.2106487,37.96,7.37,50137.7,19,0.034682362,1.035290809,1
Austria,2020-07-28 00:00:00,20677,119,1585,713,0,108.2106487,37.96,7.37,50137.7,19,0.034482759,1.035084182,0
Austria,2020-07-29 00:00:00,20850,173,1606,716,3,108.2106487,37.96,7.37,50137.7,19,0.034340528,1.034936971,1.732050808
Austria,2020-07-30 00:00:00,20955,105,1609,718,2,108.2106487,37.96,7.37,50137.7,19,0.034263899,1.034857668,1.414213562
Austria,2020-07-31 00:00:00,21130,175,1654,718,0,108.2106487,37.96,7.37,50137.7,19,0.033980123,1.034564043,0
Austria,2020-08-01 00:00:00,21212,82,1583,718,0,108.2106487,37.96,7.37,50137.7,19,0.033848765,1.034428153,0
Austria,2020-08-02 00:00:00,21304,92,1602,718,0,108.2106487,37.96,7.37,50137.7,19,0.033702591,1.034276958,0
Austria,2020-08-03 00:00:00,21385,81,1604,718,0,108.2106487,37.96,7.37,50137.7,19,0.033574936,1.034144935,0
Austria,2020-08-04 00:00:00,21481,96,1426,719,1,108.2106487,37.96,7.37,50137.7,19,0.03347144,1.034037911,1
Austria,2020-08-05 00:00:00,21566,85,1383,719,0,108.2106487,37.96,7.37,50137.7,19,0.033339516,1.033901506,0
Austria,2020-08-06 00:00:00,21696,130,1381,719,0,108.2106487,37.96,7.37,50137.7,19,0.033139749,1.033694987,0
Austria,2020-08-07 00:00:00,21837,141,1427,720,1,108.2106487,37.96,7.37,50137.7,19,0.032971562,1.033521148,1
Austria,2020-08-08 00:00:00,21919,82,1386,721,1,108.2106487,37.96,7.37,50137.7,19,0.032893836,1.03344082,1
Austria,2020-08-09 00:00:00,22033,114,1389,721,0,108.2106487,37.96,7.37,50137.7,19,0.032723642,1.033264949,0
Austria,2020-08-10 00:00:00,22106,73,1373,723,2,108.2106487,37.96,7.37,50137.7,19,0.032706053,1.033246774,1.414213562
Austria,2020-08-11 00:00:00,22245,139,1399,723,0,108.2106487,37.96,7.37,50137.7,19,0.032501686,1.033035635,0
Austria,2020-08-12 00:00:00,22439,194,1447,724,1,108.2106487,37.96,7.37,50137.7,19,0.032265252,1.032791419,1
Austria,2020-08-13 00:00:00,22594,155,1523,725,1,108.2106487,37.96,7.37,50137.7,19,0.032088165,1.032608541,1
Austria,2020-08-14 00:00:00,22876,282,1652,725,0,108.2106487,37.96,7.37,50137.7,19,0.031692604,1.032200162,0
Austria,2020-08-15 00:00:00,23179,303,1824,728,3,108.2106487,37.96,7.37,50137.7,19,0.03140774,1.031906167,1.732050808
Austria,2020-08-16 00:00:00,23370,191,1961,728,0,108.2106487,37.96,7.37,50137.7,19,0.031151048,1.03164132,0
Austria,2020-08-17 00:00:00,23534,164,2040,729,1,108.2106487,37.96,7.37,50137.7,19,0.03097646,1.031461223,1
Austria,2020-08-18 00:00:00,23829,295,2230,729,0,108.2106487,37.96,7.37,50137.7,19,0.030592975,1.031065749,0
Austria,2020-08-19 00:00:00,24084,255,2397,729,0,108.2106487,37.96,7.37,50137.7,19,0.030269058,1.030731824,0
Austria,2020-08-20 00:00:00,24431,347,2609,729,0,108.2106487,37.96,7.37,50137.7,19,0.029839139,1.030288787,0
Austria,2020-08-21 00:00:00,24762,331,2772,730,1,108.2106487,37.96,7.37,50137.7,19,0.029480656,1.029919512,1
Austria,2020-08-22 00:00:00,25062,300,2924,732,2,108.2106487,37.96,7.37,50137.7,19,0.029207565,1.029638289,1.414213562
Austria,2020-08-23 00:00:00,25253,191,2963,732,0,108.2106487,37.96,7.37,50137.7,19,0.028986655,1.029410857,0
Austria,2020-08-24 00:00:00,25495,242,3105,733,1,108.2106487,37.96,7.37,50137.7,19,0.028750735,1.029168027,1
Austria,2020-08-25 00:00:00,25706,211,3085,733,0,108.2106487,37.96,7.37,50137.7,19,0.028514744,1.028925181,0
Austria,2020-08-26 00:00:00,26033,327,3155,733,0,108.2106487,37.96,7.37,50137.7,19,0.028156571,1.028556713,0
Austria,2020-08-27 00:00:00,26361,328,3311,733,0,108.2106487,37.96,7.37,50137.7,19,0.027806229,1.02819643,0
Austria,2020-08-28 00:00:00,26590,229,3263,733,0,108.2106487,37.96,7.37,50137.7,19,0.027566754,1.027950233,0
Austria,2020-08-29 00:00:00,26985,395,3386,733,0,108.2106487,37.96,7.37,50137.7,19,0.027163239,1.027535523,0
Austria,2020-08-30 00:00:00,27166,181,3363,733,0,108.2106487,37.96,7.37,50137.7,19,0.026982257,1.027349575,0
Austria,2020-08-31 00:00:00,27438,272,3479,733,0,108.2106487,37.96,7.37,50137.7,19,0.026714775,1.027074814,0
Austria,2020-09-01 00:00:00,27642,204,3343,734,1,108.2106487,37.96,7.37,50137.7,19,0.026553795,1.026909488,1
Austria,2020-09-02 00:00:00,27969,327,3415,734,0,108.2106487,37.96,7.37,50137.7,19,0.026243341,1.02659073,0
Austria,2020-09-03 00:00:00,28372,403,3466,735,1,108.2106487,37.96,7.37,50137.7,19,0.025905823,1.026244295,1
Austria,2020-09-04 00:00:00,28729,357,3481,735,0,108.2106487,37.96,7.37,50137.7,19,0.025583905,1.025913982,0
Austria,2020-09-05 00:00:00,29087,358,3524,735,0,108.2106487,37.96,7.37,50137.7,19,0.025269021,1.025590988,0
Austria,2020-09-06 00:00:00,29271,184,3492,736,1,108.2106487,36.11,7.37,50137.7,19,0.025144341,1.025463126,1
Austria,2020-09-07 00:00:00,29561,290,3515,746,10,108.2106487,36.11,7.37,50137.7,19,0.025235953,1.025557075,3.16227766
Austria,2020-09-08 00:00:00,30081,520,3705,747,1,108.2106487,36.11,7.37,50137.7,19,0.024832951,1.025143857,1
Austria,2020-09-09 00:00:00,30583,502,4072,747,0,108.2106487,36.11,7.37,50137.7,19,0.024425334,1.024726076,0
Austria,2020-09-10 00:00:00,31247,664,4456,748,1,108.2106487,36.11,7.37,50137.7,19,0.023938298,1.024227119,1
Austria,2020-09-11 00:00:00,31827,580,4820,750,2,108.2106487,36.11,7.37,50137.7,19,0.023564898,1.023844744,1.414213562
Austria,2020-09-12 00:00:00,32696,869,5363,754,4,108.2106487,36.11,7.37,50137.7,19,0.023060925,1.023328884,2
Austria,2020-09-13 00:00:00,33159,463,5643,756,2,108.2106487,36.11,7.37,50137.7,19,0.02279924,1.023061129,1.414213562
Austria,2020-09-14 00:00:00,33541,382,5774,757,1,108.2106487,36.11,7.37,50137.7,19,0.022569393,1.022826008,1
Austria,2020-09-15 00:00:00,34305,764,6194,757,0,108.2106487,36.11,7.37,50137.7,19,0.022066754,1.022312026,0
Austria,2020-09-16 00:00:00,35073,768,6660,758,1,108.2106487,36.11,7.37,50137.7,19,0.021612066,1.021847299,1
Austria,2020-09-17 00:00:00,35853,780,7051,758,0,108.2106487,37.04,7.37,50137.7,19,0.021141885,1.021366958,0
Austria,2020-09-18 00:00:00,36661,808,7447,763,5,108.2106487,37.04,7.37,50137.7,19,0.020812307,1.021030394,2.236067977
Austria,2020-09-19 00:00:00,37474,813,7748,765,2,108.2106487,37.04,7.37,50137.7,19,0.020414154,1.020623948,1.414213562
Austria,2020-09-20 00:00:00,38095,621,8100,766,1,108.2106487,37.04,7.37,50137.7,19,0.020107626,1.020311146,1
Austria,2020-09-21 00:00:00,38658,563,8375,767,1,108.2106487,37.04,7.37,50137.7,19,0.019840654,1.020038788,1
Austria,2020-09-22 00:00:00,39303,645,8220,771,4,108.2106487,37.04,7.37,50137.7,19,0.019616823,1.019810497,2
Austria,2020-09-23 00:00:00,39984,681,8258,777,6,108.2106487,37.04,7.37,50137.7,19,0.019432773,1.019622818,2.449489743
Austria,2020-09-24 00:00:00,40816,832,8372,783,6,108.2106487,37.04,7.37,50137.7,19,0.019183653,1.019368842,2.449489743
Austria,2020-09-25 00:00:00,41500,684,8413,786,3,108.2106487,37.04,7.37,50137.7,19,0.018939759,1.019120254,1.732050808
Austria,2020-09-26 00:00:00,42214,714,8273,787,1,108.2106487,37.04,7.37,50137.7,19,0.018643104,1.018817972,1
Austria,2020-09-27 00:00:00,42876,662,8500,787,0,108.2106487,37.04,7.37,50137.7,19,0.018355257,1.01852475,0
Austria,2020-09-28 00:00:00,43432,556,8590,790,3,108.2106487,37.04,7.37,50137.7,19,0.018189353,1.018355787,1.732050808
Austria,2020-09-29 00:00:00,44041,609,8329,796,6,108.2106487,40.74,7.37,50137.7,19,0.018074067,1.018238392,2.449489743
Austria,2020-09-30 00:00:00,44813,772,8370,799,3,108.2106487,40.74,7.37,50137.7,19,0.017829648,1.017989545,1.732050808
Austria,2020-10-01 00:00:00,45686,873,8408,802,3,108.2106487,40.74,7.37,50137.7,19,0.017554612,1.0177096,1.732050808
Austria,2020-10-02 00:00:00,46374,688,8385,803,1,108.2106487,40.74,7.37,50137.7,19,0.017315737,1.017466524,1
Austria,2020-10-03 00:00:00,47432,1058,8578,809,6,108.2106487,40.74,7.37,50137.7,19,0.017055996,1.01720228,2.449489743
Austria,2020-10-04 00:00:00,48146,714,8704,813,4,108.2106487,40.74,7.37,50137.7,19,0.016886138,1.017029515,2
Austria,2020-10-05 00:00:00,48896,750,9020,818,5,108.2106487,40.74,7.37,50137.7,19,0.016729385,1.016870105,2.236067977
Austria,2020-10-06 00:00:00,49819,923,9207,822,4,108.2106487,40.74,7.37,50137.7,19,0.016499729,1.016636601,2
Austria,2020-10-07 00:00:00,50848,1029,9519,830,8,108.2106487,40.74,7.37,50137.7,19,0.016323159,1.01645711,2.828427125
Austria,2020-10-08 00:00:00,52057,1209,9930,838,8,108.2106487,40.74,7.37,50137.7,19,0.016097739,1.016228006,2.828427125
Austria,2020-10-09 00:00:00,53188,1131,10307,842,4,108.2106487,40.74,7.37,50137.7,19,0.015830638,1.015956607,2
Austria,2020-10-10 00:00:00,54423,1235,10743,851,9,108.2106487,40.74,7.37,50137.7,19,0.015636771,1.015759665,3
Austria,2020-10-11 00:00:00,55319,896,11020,851,0,108.2106487,40.74,7.37,50137.7,19,0.015383503,1.015502438,0
Austria,2020-10-12 00:00:00,56298,979,11378,855,4,108.2106487,40.74,7.37,50137.7,19,0.01518704,1.01530295,2
Austria,2020-10-13 00:00:00,57326,1028,11516,861,6,108.2106487,44.91,7.37,50137.7,19,0.015019363,1.01513272,2.449489743
Austria,2020-10-14 00:00:00,58672,1346,11954,872,11,108.2106487,44.91,7.37,50137.7,19,0.014862285,1.014973278,3.31662479
Austria,2020-10-15 00:00:00,60224,1552,12549,877,5,108.2106487,44.91,7.37,50137.7,19,0.014562301,1.014668848,2.236067977
Austria,2020-10-16 00:00:00,61387,1163,12887,882,5,108.2106487,44.91,7.37,50137.7,19,0.014367863,1.014471577,2.236067977
Austria,2020-10-17 00:00:00,63134,1747,13474,889,7,108.2106487,58.8,7.37,50137.7,19,0.014081161,1.014180767,2.645751311
Austria,2020-10-18 00:00:00,64806,1672,14352,893,4,108.2106487,58.8,7.37,50137.7,19,0.013779588,1.013874964,2
Austria,2020-10-19 00:00:00,65927,1121,14664,904,11,108.2106487,58.8,7.37,50137.7,19,0.013712136,1.013806579,3.31662479
Austria,2020-10-20 00:00:00,67451,1524,15130,914,10,108.2106487,58.8,7.37,50137.7,19,0.013550577,1.013642803,3.16227766
Austria,2020-10-21 00:00:00,69409,1958,15867,925,11,108.2106487,58.8,7.37,50137.7,19,0.013326802,1.013416,3.31662479
Austria,2020-10-22 00:00:00,71844,2435,16933,941,16,108.2106487,58.8,7.37,50137.7,19,0.013097823,1.013183975,4
Austria,2020-10-23 00:00:00,74415,2571,18266,954,13,108.2106487,60.19,7.37,50137.7,19,0.012819996,1.012902524,3.605551275
Austria,2020-10-24 00:00:00,78029,3614,20273,965,11,108.2106487,60.19,7.37,50137.7,19,0.012367197,1.012443987,3.31662479
Austria,2020-10-25 00:00:00,80811,2782,21974,979,14,108.2106487,60.19,7.37,50137.7,19,0.012114687,1.012188367,3.741657387
Austria,2020-10-26 00:00:00,83267,2456,23239,992,13,108.2106487,60.19,7.37,50137.7,19,0.011913483,1.011984731,3.605551275
Austria,2020-10-27 00:00:00,86102,2835,24789,1005,13,108.2106487,64.81,7.37,50137.7,19,0.011672203,1.011740589,3.605551275
Austria,2020-10-28 00:00:00,89496,3394,26785,1027,22,108.2106487,64.81,7.37,50137.7,19,0.011475373,1.011541468,4.69041576
Austria,2020-10-29 00:00:00,93949,4453,29527,1056,29,108.2106487,64.81,7.37,50137.7,19,0.011240141,1.011303549,5.385164807
Austria,2020-10-30 00:00:00,99576,5627,33507,1082,26,108.2106487,64.81,7.37,50137.7,19,0.010866072,1.010925322,5.099019514
Austria,2020-10-31 00:00:00,104925,5349,36590,1109,27,108.2106487,64.81,7.37,50137.7,19,0.010569454,1.010625508,5.196152423
Austria,2020-11-01 00:00:00,109881,4956,39415,1130,21,108.2106487,64.81,7.37,50137.7,19,0.010283853,1.010336913,4.582575695
Austria,2020-11-02 00:00:00,114016,4135,41166,1159,29,108.2106487,75,7.37,50137.7,19,0.01016524,1.010217082,5.385164807
Austria,2020-11-03 00:00:00,118198,4182,42714,1192,33,108.2106487,75,7.37,50137.7,19,0.010084773,1.010135796,5.744562647
Austria,2020-11-04 00:00:00,125099,6901,46836,1227,35,108.2106487,75,7.37,50137.7,19,0.009808232,1.00985649,5.916079783
Austria,2020-11-05 00:00:00,132515,7416,50643,1268,41,108.2106487,75,7.37,50137.7,19,0.009568728,1.009614655,6.403124237
Austria,2020-11-06 00:00:00,138979,6464,53932,1340,72,108.2106487,75,7.37,50137.7,19,0.009641744,1.009688376,8.485281374
Austria,2020-11-07 00:00:00,147220,8241,57570,1377,37,108.2106487,75,7.37,50137.7,19,0.009353349,1.009397228,6.08276253
Austria,2020-11-08 00:00:00,153153,5933,60023,1411,34,108.2106487,75,7.37,50137.7,19,0.009213009,1.00925558,5.830951895
Austria,2020-11-09 00:00:00,158746,5593,62665,1454,43,108.2106487,75,7.37,50137.7,19,0.009159286,1.009201361,6.557438524
Austria,2020-11-10 00:00:00,164866,6120,64704,1499,45,108.2106487,75,7.37,50137.7,19,0.009092232,1.009133692,6.708203932
Austria,2020-11-11 00:00:00,172380,7514,67057,1564,65,108.2106487,75,7.37,50137.7,19,0.009072978,1.009114263,8.062257748
Austria,2020-11-12 00:00:00,181642,9262,72159,1608,44,108.2106487,75,7.37,50137.7,19,0.008852578,1.008891878,6.633249581
Austria,2020-11-13 00:00:00,191228,9586,76839,1661,53,108.2106487,75,7.37,50137.7,19,0.008685966,1.008723799,7.280109889
Austria,2020-11-14 00:00:00,198291,7063,77130,1746,85,108.2106487,75,7.37,50137.7,19,0.008805241,1.008844121,9.219544457
Austria,2020-11-15 00:00:00,203956,5665,76453,1829,83,108.2106487,75,7.37,50137.7,19,0.00896762,1.00900795,9.110433579
Austria,2020-11-16 00:00:00,208613,4657,77055,1887,58,108.2106487,75,7.37,50137.7,19,0.009045457,1.009086491,7.615773106
Austria,2020-11-17 00:00:00,214597,5984,76165,1945,58,108.2106487,82.41,7.37,50137.7,19,0.0090635,1.009104698,7.615773106
Austria,2020-11-18 00:00:00,221688,7091,76896,2054,109,108.2106487,82.41,7.37,50137.7,19,0.009265274,1.009308329,10.44030651
Austria,2020-11-19 00:00:00,228683,6995,77026,2116,62,108.2106487,82.41,7.37,50137.7,19,0.009252983,1.009295925,7.874007874
Austria,2020-11-20 00:00:00,235351,6668,76644,2224,108,108.2106487,82.41,7.37,50137.7,19,0.009449716,1.009494505,10.39230485
Austria,2020-11-21 00:00:00,241962,6611,76883,2328,104,108.2106487,82.41,7.37,50137.7,19,0.009621346,1.009667779,10.19803903
Austria,2020-11-22 00:00:00,247188,5226,75540,2388,60,108.2106487,82.41,7.37,50137.7,19,0.009660663,1.009707478,7.745966692
Austria,2020-11-23 00:00:00,250333,3145,72347,2459,71,108.2106487,82.41,7.37,50137.7,19,0.009822916,1.009871319,8.426149773
Austria,2020-11-24 00:00:00,254710,4377,69513,2577,118,108.2106487,82.41,7.37,50137.7,19,0.010117388,1.010168742,10.86278049
Austria,2020-11-25 00:00:00,260512,5802,68786,2667,90,108.2106487,82.41,7.37,50137.7,19,0.010237532,1.010290115,9.486832981
Austria,2020-11-26 00:00:00,266038,5526,66923,2773,106,108.2106487,82.41,7.37,50137.7,19,0.010423323,1.010477835,10.29563014
Austria,2020-11-27 00:00:00,270992,4954,64855,2886,113,108.2106487,82.41,7.37,50137.7,19,0.010649761,1.010706671,10.63014581
