country,date,cumulative_total_cases,daily_new_cases,active_cases,cumulative_total_deaths,daily_new_deaths,Population Density,stringency_index,hospital_beds_per_1000 people,GDP/Capita,Population aged 65 and over (%),Death Rate,exp_Death Rate,sqrt(daily)
Croatia,2020-05-10 00:00:00,2187,11,333,90,3,71.92727144,89.81,5.54,14936.1,20,0.041152263,1.042010754,1.732050808
Croatia,2020-05-11 00:00:00,2196,9,321,91,1,71.92727144,70.37,5.54,14936.1,20,0.04143898,1.042309558,1
Croatia,2020-05-12 00:00:00,2207,11,308,91,0,71.92727144,70.37,5.54,14936.1,20,0.041232442,1.042094304,0
Croatia,2020-05-13 00:00:00,2213,6,285,94,3,71.92727144,70.37,5.54,14936.1,20,0.042476277,1.043391303,1.732050808
Croatia,2020-05-14 00:00:00,2221,8,277,94,0,71.92727144,70.37,5.54,14936.1,20,0.042323278,1.043231678,0
Croatia,2020-05-15 00:00:00,2222,1,258,95,1,71.92727144,70.37,5.54,14936.1,20,0.042754275,1.043681405,1
Croatia,2020-05-16 00:00:00,2224,2,216,95,0,71.92727144,70.37,5.54,14936.1,20,0.042715827,1.043641278,0
Croatia,2020-05-17 00:00:00,2226,2,195,95,0,71.92727144,70.37,5.54,14936.1,20,0.042677448,1.043601225,0
Croatia,2020-05-18 00:00:00,2228,2,187,95,0,71.92727144,70.37,5.54,14936.1,20,0.042639138,1.043561246,0
Croatia,2020-05-19 00:00:00,2232,4,169,96,1,71.92727144,70.37,5.54,14936.1,20,0.043010753,1.04394912,1
Croatia,2020-05-20 00:00:00,2234,2,160,96,0,71.92727144,70.37,5.54,14936.1,20,0.042972247,1.043908923,0
Croatia,2020-05-21 00:00:00,2237,3,162,97,1,71.92727144,70.37,5.54,14936.1,20,0.043361645,1.044315498,1
Croatia,2020-05-22 00:00:00,2243,6,133,99,2,71.92727144,70.37,5.54,14936.1,20,0.044137316,1.045125858,1.414213562
Croatia,2020-05-23 00:00:00,2243,0,121,99,0,71.92727144,70.37,5.54,14936.1,20,0.044137316,1.045125858,0
Croatia,2020-05-24 00:00:00,2244,1,118,99,0,71.92727144,70.37,5.54,14936.1,20,0.044117647,1.045105301,0
Croatia,2020-05-25 00:00:00,2244,0,109,100,1,71.92727144,62.04,5.54,14936.1,20,0.04456328,1.045571138,1
Croatia,2020-05-26 00:00:00,2244,0,97,101,1,71.92727144,53.7,5.54,14936.1,20,0.045008913,1.046037183,1
Croatia,2020-05-27 00:00:00,2244,0,96,101,0,71.92727144,53.7,5.54,14936.1,20,0.045008913,1.046037183,0
Croatia,2020-05-28 00:00:00,2245,1,92,102,1,71.92727144,50.93,5.54,14936.1,20,0.045434298,1.046482247,1
Croatia,2020-05-29 00:00:00,2245,0,83,103,1,71.92727144,50.93,5.54,14936.1,20,0.045879733,1.04694849,1
Croatia,2020-05-30 00:00:00,2246,1,80,103,0,71.92727144,50.93,5.54,14936.1,20,0.045859305,1.046927104,0
Croatia,2020-05-31 00:00:00,2246,0,71,103,0,71.92727144,50.93,5.54,14936.1,20,0.045859305,1.046927104,0
Croatia,2020-06-01 00:00:00,2246,0,66,103,0,71.92727144,50.93,5.54,14936.1,20,0.045859305,1.046927104,0
Croatia,2020-06-02 00:00:00,2246,0,55,103,0,71.92727144,50.93,5.54,14936.1,20,0.045859305,1.046927104,0
Croatia,2020-06-03 00:00:00,2246,0,48,103,0,71.92727144,50.93,5.54,14936.1,20,0.045859305,1.046927104,0
Croatia,2020-06-04 00:00:00,2247,1,39,103,0,71.92727144,50.93,5.54,14936.1,20,0.045838896,1.046905737,0
Croatia,2020-06-05 00:00:00,2247,0,31,103,0,71.92727144,50.93,5.54,14936.1,20,0.045838896,1.046905737,0
Croatia,2020-06-06 00:00:00,2247,0,22,104,1,71.92727144,50.93,5.54,14936.1,20,0.046283934,1.047371753,1
Croatia,2020-06-07 00:00:00,2247,0,17,104,0,71.92727144,50.93,5.54,14936.1,20,0.046283934,1.047371753,0
Croatia,2020-06-08 00:00:00,2247,0,15,104,0,71.92727144,50.93,5.54,14936.1,20,0.046283934,1.047371753,0
Croatia,2020-06-09 00:00:00,2247,0,11,106,2,71.92727144,50.93,5.54,14936.1,20,0.04717401,1.048304408,1.414213562
Croatia,2020-06-10 00:00:00,2249,2,13,106,0,71.92727144,50.93,5.54,14936.1,20,0.047132059,1.048260432,0
Croatia,2020-06-11 00:00:00,2249,0,11,106,0,71.92727144,50.93,5.54,14936.1,20,0.047132059,1.048260432,0
Croatia,2020-06-12 00:00:00,2249,0,9,107,1,71.92727144,54.63,5.54,14936.1,20,0.047576701,1.048726636,1
Croatia,2020-06-13 00:00:00,2251,2,10,107,0,71.92727144,54.63,5.54,14936.1,20,0.047534429,1.048682306,0
Croatia,2020-06-14 00:00:00,2252,1,11,107,0,71.92727144,54.63,5.54,14936.1,20,0.047513321,1.048660171,0
Croatia,2020-06-15 00:00:00,2254,2,7,107,0,71.92727144,54.63,5.54,14936.1,20,0.047471162,1.048615961,0
Croatia,2020-06-16 00:00:00,2255,1,8,107,0,71.92727144,54.63,5.54,14936.1,20,0.047450111,1.048593886,0
Croatia,2020-06-17 00:00:00,2258,3,10,107,0,71.92727144,54.63,5.54,14936.1,20,0.047387068,1.048527782,0
Croatia,2020-06-18 00:00:00,2269,11,20,107,0,71.92727144,54.63,5.54,14936.1,20,0.047157338,1.048286932,0
Croatia,2020-06-19 00:00:00,2280,11,31,107,0,71.92727144,54.63,5.54,14936.1,20,0.046929825,1.048048459,0
Croatia,2020-06-20 00:00:00,2299,19,50,107,0,71.92727144,54.63,5.54,14936.1,20,0.046541975,1.047642053,0
Croatia,2020-06-21 00:00:00,2317,18,68,107,0,71.92727144,54.63,5.54,14936.1,20,0.046180406,1.047263326,0
Croatia,2020-06-22 00:00:00,2336,19,87,107,0,71.92727144,54.63,5.54,14936.1,20,0.045804795,1.046870036,0
Croatia,2020-06-23 00:00:00,2366,30,117,107,0,71.92727144,54.63,5.54,14936.1,20,0.045224007,1.046262203,0
Croatia,2020-06-24 00:00:00,2388,22,136,107,0,71.92727144,54.63,5.54,14936.1,20,0.04480737,1.045826383,0
Croatia,2020-06-25 00:00:00,2483,95,227,107,0,71.92727144,54.63,5.54,14936.1,20,0.043093033,1.04403502,0
Croatia,2020-06-26 00:00:00,2539,56,282,107,0,71.92727144,54.63,5.54,14936.1,20,0.042142576,1.043043181,0
Croatia,2020-06-27 00:00:00,2624,85,365,107,0,71.92727144,54.63,5.54,14936.1,20,0.040777439,1.041620256,0
Croatia,2020-06-28 00:00:00,2691,67,432,107,0,71.92727144,54.63,5.54,14936.1,20,0.03976217,1.040563268,0
Croatia,2020-06-29 00:00:00,2725,34,463,107,0,71.92727144,54.63,5.54,14936.1,20,0.039266055,1.040047157,0
Croatia,2020-06-30 00:00:00,2777,52,515,107,0,71.92727144,54.63,5.54,14936.1,20,0.038530789,1.039282726,0
Croatia,2020-07-01 00:00:00,2831,54,568,108,1,71.92727144,54.63,5.54,14936.1,20,0.038149064,1.038886082,1
Croatia,2020-07-02 00:00:00,2912,81,647,110,2,71.92727144,54.63,5.54,14936.1,20,0.037774725,1.038497259,1.414213562
Croatia,2020-07-03 00:00:00,3008,96,728,112,2,71.92727144,54.63,5.54,14936.1,20,0.037234043,1.037935914,1.414213562
Croatia,2020-07-04 00:00:00,3094,86,798,113,1,71.92727144,54.63,5.54,14936.1,20,0.036522301,1.037197435,1
Croatia,2020-07-05 00:00:00,3151,57,842,113,0,71.92727144,54.63,5.54,14936.1,20,0.035861631,1.036512416,0
Croatia,2020-07-06 00:00:00,3220,69,897,113,0,71.92727144,54.63,5.54,14936.1,20,0.035093168,1.0357162,0
Croatia,2020-07-07 00:00:00,3272,52,930,113,0,71.92727144,54.63,5.54,14936.1,20,0.034535452,1.035138726,0
Croatia,2020-07-08 00:00:00,3325,53,934,114,1,71.92727144,54.63,5.54,14936.1,20,0.034285714,1.034880245,1
Croatia,2020-07-09 00:00:00,3416,91,978,115,1,71.92727144,49.07,5.54,14936.1,20,0.033665105,1.034238188,1
Croatia,2020-07-10 00:00:00,3532,116,1038,117,2,71.92727144,49.07,5.54,14936.1,20,0.033125708,1.033680473,1.414213562
Croatia,2020-07-11 00:00:00,3672,140,1088,118,1,71.92727144,49.07,5.54,14936.1,20,0.032135076,1.032656983,1
Croatia,2020-07-12 00:00:00,3722,50,1117,119,1,71.92727144,49.07,5.54,14936.1,20,0.031972058,1.032488655,1
Croatia,2020-07-13 00:00:00,3775,53,1142,119,0,71.92727144,49.07,5.54,14936.1,20,0.031523179,1.032025296,0
Croatia,2020-07-14 00:00:00,3827,52,1149,120,1,71.92727144,49.07,5.54,14936.1,20,0.031356154,1.031852937,1
Croatia,2020-07-15 00:00:00,3953,126,1204,120,0,71.92727144,46.3,5.54,14936.1,20,0.030356691,1.030822153,0
Croatia,2020-07-16 00:00:00,4039,86,1190,120,0,71.92727144,46.3,5.54,14936.1,20,0.029710324,1.03015608,0
Croatia,2020-07-17 00:00:00,4137,98,1192,120,0,71.92727144,46.3,5.54,14936.1,20,0.029006526,1.029431313,0
Croatia,2020-07-18 00:00:00,4253,116,1204,120,0,71.92727144,46.3,5.54,14936.1,20,0.028215377,1.028617201,0
Croatia,2020-07-19 00:00:00,4345,92,1207,120,0,71.92727144,46.3,5.54,14936.1,20,0.027617952,1.028002863,0
Croatia,2020-07-20 00:00:00,4370,25,1147,122,2,71.92727144,46.3,5.54,14936.1,20,0.02791762,1.028310969,1.414213562
Croatia,2020-07-21 00:00:00,4422,52,1116,123,1,71.92727144,35.19,5.54,14936.1,20,0.027815468,1.02820593,1
Croatia,2020-07-22 00:00:00,4530,108,1127,125,2,71.92727144,35.19,5.54,14936.1,20,0.027593819,1.027978054,1.414213562
Croatia,2020-07-23 00:00:00,4634,104,1112,128,3,71.92727144,35.19,5.54,14936.1,20,0.027621925,1.028006947,1.732050808
Croatia,2020-07-24 00:00:00,4715,81,1032,128,0,71.92727144,35.19,5.54,14936.1,20,0.027147402,1.02751925,0
Croatia,2020-07-25 00:00:00,4792,77,881,133,5,71.92727144,35.19,5.54,14936.1,20,0.027754591,1.028143338,2.236067977
Croatia,2020-07-26 00:00:00,4857,65,855,136,3,71.92727144,35.19,5.54,14936.1,20,0.028000824,1.028396531,1.732050808
Croatia,2020-07-27 00:00:00,4881,24,806,139,3,71.92727144,35.19,5.54,14936.1,20,0.028477771,1.028887139,1.732050808
Croatia,2020-07-28 00:00:00,4922,41,748,140,1,71.92727144,35.19,5.54,14936.1,20,0.028443722,1.028852108,1
Croatia,2020-07-29 00:00:00,4993,71,753,141,1,71.92727144,35.19,5.54,14936.1,20,0.028239535,1.028642051,1
Croatia,2020-07-30 00:00:00,5071,78,749,144,3,71.92727144,35.19,5.54,14936.1,20,0.028396766,1.028803798,1.732050808
Croatia,2020-07-31 00:00:00,5138,67,726,145,1,71.92727144,35.19,5.54,14936.1,20,0.028221098,1.028623085,1
Croatia,2020-08-01 00:00:00,5224,86,738,145,0,71.92727144,35.19,5.54,14936.1,20,0.027756508,1.028145309,0
Croatia,2020-08-02 00:00:00,5260,36,738,149,4,71.92727144,35.19,5.54,14936.1,20,0.028326996,1.028732021,2
Croatia,2020-08-03 00:00:00,5294,34,703,153,4,71.92727144,35.19,5.54,14936.1,20,0.028900642,1.029322318,2
Croatia,2020-08-04 00:00:00,5318,24,647,154,1,71.92727144,35.19,5.54,14936.1,20,0.028958255,1.029381622,1
Croatia,2020-08-05 00:00:00,5376,58,633,154,0,71.92727144,35.19,5.54,14936.1,20,0.028645833,1.029060071,0
Croatia,2020-08-06 00:00:00,5404,28,561,155,1,71.92727144,35.19,5.54,14936.1,20,0.028682457,1.02909776,1
Croatia,2020-08-07 00:00:00,5466,62,553,155,0,71.92727144,35.19,5.54,14936.1,20,0.028357117,1.028763007,0
Croatia,2020-08-08 00:00:00,5543,77,569,157,2,71.92727144,35.19,5.54,14936.1,20,0.028324012,1.028728951,1.414213562
Croatia,2020-08-09 00:00:00,5604,61,586,157,0,71.92727144,35.19,5.54,14936.1,20,0.028015703,1.028411834,0
Croatia,2020-08-10 00:00:00,5649,45,585,158,1,71.92727144,35.19,5.54,14936.1,20,0.027969552,1.028364372,1
Croatia,2020-08-11 00:00:00,5740,91,618,160,2,71.92727144,35.19,5.54,14936.1,20,0.027874564,1.028266695,1.414213562
Croatia,2020-08-12 00:00:00,5870,130,686,160,0,71.92727144,35.19,5.54,14936.1,20,0.02725724,1.027632117,0
Croatia,2020-08-13 00:00:00,6050,180,811,161,1,71.92727144,35.19,5.54,14936.1,20,0.02661157,1.02696882,1
Croatia,2020-08-14 00:00:00,6258,208,961,163,2,71.92727144,35.19,5.54,14936.1,20,0.02604666,1.026388839,1.414213562
Croatia,2020-08-15 00:00:00,6420,162,1062,165,2,71.92727144,35.19,5.54,14936.1,20,0.025700935,1.026034051,1.414213562
Croatia,2020-08-16 00:00:00,6571,151,1185,166,1,71.92727144,35.19,5.54,14936.1,20,0.025262517,1.025584319,1
Croatia,2020-08-17 00:00:00,6656,85,1236,166,0,71.92727144,35.19,5.54,14936.1,20,0.024939904,1.025253505,0
Croatia,2020-08-18 00:00:00,6855,199,1371,166,0,71.92727144,35.19,5.54,14936.1,20,0.024215901,1.024511487,0
Croatia,2020-08-19 00:00:00,7074,219,1520,168,2,71.92727144,35.19,5.54,14936.1,20,0.02374894,1.024033192,1.414213562
Croatia,2020-08-20 00:00:00,7329,255,1689,168,0,71.92727144,35.19,5.54,14936.1,20,0.022922636,1.023187379,0
Croatia,2020-08-21 00:00:00,7594,265,1841,169,1,71.92727144,35.19,5.54,14936.1,20,0.022254411,1.022503888,1
Croatia,2020-08-22 00:00:00,7900,306,2052,170,1,71.92727144,35.19,5.54,14936.1,20,0.021518987,1.021752191,1
Croatia,2020-08-23 00:00:00,8175,275,2203,171,1,71.92727144,35.19,5.54,14936.1,20,0.020917431,1.021137734,1
Croatia,2020-08-24 00:00:00,8311,136,2212,173,2,71.92727144,35.19,5.54,14936.1,20,0.020815786,1.021033946,1.414213562
Croatia,2020-08-25 00:00:00,8530,219,2231,175,2,71.92727144,35.19,5.54,14936.1,20,0.020515826,1.020727723,1.414213562
Croatia,2020-08-26 00:00:00,8888,358,2351,175,0,71.92727144,35.19,5.54,14936.1,20,0.019689469,1.019884585,0
Croatia,2020-08-27 00:00:00,9192,304,2420,177,2,71.92727144,35.19,5.54,14936.1,20,0.019255875,1.019442465,1.414213562
Croatia,2020-08-28 00:00:00,9549,357,2560,180,3,71.92727144,35.19,5.54,14936.1,20,0.018850141,1.019028927,1.732050808
Croatia,2020-08-29 00:00:00,9861,312,2654,183,3,71.92727144,35.19,5.54,14936.1,20,0.018557956,1.018731225,1.732050808
Croatia,2020-08-30 00:00:00,10123,262,2727,184,1,71.92727144,35.19,5.54,14936.1,20,0.01817643,1.018342627,1
Croatia,2020-08-31 00:00:00,10269,146,2649,186,2,71.92727144,35.19,5.54,14936.1,20,0.018112767,1.018277798,1.414213562
Croatia,2020-09-01 00:00:00,10414,145,2492,187,1,71.92727144,35.19,5.54,14936.1,20,0.017956597,1.018118786,1
Croatia,2020-09-02 00:00:00,10725,311,2566,191,4,71.92727144,35.19,5.54,14936.1,20,0.017808858,1.017968381,2
Croatia,2020-09-03 00:00:00,11094,369,2634,194,3,71.92727144,35.19,5.54,14936.1,20,0.01748693,1.017640721,1.732050808
Croatia,2020-09-04 00:00:00,11428,334,2703,195,1,71.92727144,35.19,5.54,14936.1,20,0.017063353,1.017209764,1
Croatia,2020-09-05 00:00:00,11739,311,2771,197,2,71.92727144,35.19,5.54,14936.1,20,0.016781668,1.016923271,1.414213562
Croatia,2020-09-06 00:00:00,11964,225,2758,198,1,71.92727144,35.19,5.54,14936.1,20,0.016549649,1.016687353,1
Croatia,2020-09-07 00:00:00,12081,117,2614,201,3,71.92727144,28.7,5.54,14936.1,20,0.016637696,1.016776873,1.732050808
Croatia,2020-09-08 00:00:00,12285,204,2529,203,2,71.92727144,28.7,5.54,14936.1,20,0.016524217,1.016661496,1.414213562
Croatia,2020-09-09 00:00:00,12626,341,2587,206,3,71.92727144,28.7,5.54,14936.1,20,0.016315539,1.016449365,1.732050808
Croatia,2020-09-10 00:00:00,12917,291,2567,208,2,71.92727144,28.7,5.54,14936.1,20,0.01610281,1.016233159,1.414213562
Croatia,2020-09-11 00:00:00,13107,190,2430,211,3,71.92727144,28.7,5.54,14936.1,20,0.016098268,1.016228543,1.732050808
Croatia,2020-09-12 00:00:00,13368,261,2429,218,7,71.92727144,28.7,5.54,14936.1,20,0.0163076,1.016441295,2.645751311
Croatia,2020-09-13 00:00:00,13533,165,2410,224,6,71.92727144,28.7,5.54,14936.1,20,0.016552132,1.016689877,2.449489743
Croatia,2020-09-14 00:00:00,13598,65,2220,227,3,71.92727144,28.7,5.54,14936.1,20,0.016693631,1.016833749,1.732050808
Croatia,2020-09-15 00:00:00,13749,151,2107,230,3,71.92727144,28.7,5.54,14936.1,20,0.016728489,1.016869194,1.732050808
Croatia,2020-09-16 00:00:00,14029,280,2103,236,6,71.92727144,28.7,5.54,14936.1,20,0.016822297,1.016964588,2.449489743
Croatia,2020-09-17 00:00:00,14279,250,2108,238,2,71.92727144,28.7,5.54,14936.1,20,0.016667834,1.016807517,1.414213562
Croatia,2020-09-18 00:00:00,14513,234,2100,244,6,71.92727144,28.7,5.54,14936.1,20,0.016812513,1.016954639,2.449489743
Croatia,2020-09-19 00:00:00,14725,212,2128,244,0,71.92727144,28.7,5.54,14936.1,20,0.016570458,1.01670851,0
Croatia,2020-09-20 00:00:00,14922,197,2138,248,4,71.92727144,28.7,5.54,14936.1,20,0.016619756,1.016758633,2
Croatia,2020-09-21 00:00:00,14992,70,2002,253,5,71.92727144,28.7,5.54,14936.1,20,0.016875667,1.017018865,2.236067977
Croatia,2020-09-22 00:00:00,15136,144,1894,255,2,71.92727144,28.7,5.54,14936.1,20,0.016847252,1.016989967,1.414213562
Croatia,2020-09-23 00:00:00,15340,204,1268,257,2,71.92727144,28.7,5.54,14936.1,20,0.016753585,1.016894714,1.414213562
Croatia,2020-09-24 00:00:00,15572,232,1200,261,4,71.92727144,28.7,5.54,14936.1,20,0.016760853,1.016902104,2
Croatia,2020-09-25 00:00:00,15795,223,1226,266,5,71.92727144,28.7,5.54,14936.1,20,0.016840772,1.016983378,2.236067977
Croatia,2020-09-26 00:00:00,16007,212,1333,269,3,71.92727144,28.7,5.54,14936.1,20,0.016805148,1.016947149,1.732050808
Croatia,2020-09-27 00:00:00,16197,190,1316,272,3,71.92727144,28.7,5.54,14936.1,20,0.016793233,1.016935032,1.732050808
Croatia,2020-09-28 00:00:00,16245,48,1180,272,0,71.92727144,28.7,5.54,14936.1,20,0.016743613,1.016884573,0
Croatia,2020-09-29 00:00:00,16380,135,1158,275,3,71.92727144,28.7,5.54,14936.1,20,0.016788767,1.01693049,1.732050808
Croatia,2020-09-30 00:00:00,16593,213,1256,280,5,71.92727144,28.7,5.54,14936.1,20,0.016874586,1.017017766,2.236067977
Croatia,2020-10-01 00:00:00,16827,234,1325,284,4,71.92727144,28.7,5.54,14936.1,20,0.016877637,1.017020869,2
Croatia,2020-10-02 00:00:00,17160,333,1446,291,7,71.92727144,28.7,5.54,14936.1,20,0.016958042,1.017102646,2.645751311
Croatia,2020-10-03 00:00:00,17401,241,1447,293,2,71.92727144,28.7,5.54,14936.1,20,0.016838113,1.016980673,1.414213562
Croatia,2020-10-04 00:00:00,17659,258,1512,298,5,71.92727144,28.7,5.54,14936.1,20,0.016875248,1.017018439,2.236067977
Croatia,2020-10-05 00:00:00,17797,138,1466,300,2,71.92727144,28.7,5.54,14936.1,20,0.016856774,1.016999651,1.414213562
Croatia,2020-10-06 00:00:00,18084,287,1588,304,4,71.92727144,28.7,5.54,14936.1,20,0.01681044,1.016952531,2
Croatia,2020-10-07 00:00:00,18447,363,1830,309,5,71.92727144,28.7,5.54,14936.1,20,0.016750691,1.016891771,2.236067977
Croatia,2020-10-08 00:00:00,18989,542,2206,310,1,71.92727144,28.7,5.54,14936.1,20,0.016325241,1.016459226,1
Croatia,2020-10-09 00:00:00,19446,457,2438,313,3,71.92727144,28.7,5.54,14936.1,20,0.016095855,1.016226091,1.732050808
Croatia,2020-10-10 00:00:00,19932,486,2662,317,4,71.92727144,28.7,5.54,14936.1,20,0.015904074,1.016031217,2
Croatia,2020-10-11 00:00:00,20440,508,2818,324,7,71.92727144,28.7,5.54,14936.1,20,0.015851272,1.01597757,2.645751311
Croatia,2020-10-12 00:00:00,20621,181,2712,327,3,71.92727144,28.7,5.54,14936.1,20,0.015857621,1.01598402,1.732050808
Croatia,2020-10-13 00:00:00,20993,372,2774,330,3,71.92727144,28.7,5.54,14936.1,20,0.015719526,1.015843727,1.732050808
Croatia,2020-10-14 00:00:00,21741,748,3210,334,4,71.92727144,28.7,5.54,14936.1,20,0.015362679,1.015481291,2
Croatia,2020-10-15 00:00:00,22534,793,3562,344,10,71.92727144,28.7,5.54,14936.1,20,0.015265821,1.015382938,3.16227766
Croatia,2020-10-16 00:00:00,23665,1131,4233,345,1,71.92727144,28.7,5.54,14936.1,20,0.014578491,1.014685276,1
Croatia,2020-10-17 00:00:00,24761,1096,4844,355,10,71.92727144,28.7,5.54,14936.1,20,0.014337062,1.014440331,3.16227766
Croatia,2020-10-18 00:00:00,25580,819,5164,363,8,71.92727144,28.7,5.54,14936.1,20,0.014190774,1.014291941,2.828427125
Croatia,2020-10-19 00:00:00,25973,393,5070,374,11,71.92727144,28.7,5.54,14936.1,20,0.014399569,1.014503742,3.31662479
Croatia,2020-10-20 00:00:00,26863,890,5519,382,8,71.92727144,28.7,5.54,14936.1,20,0.014220303,1.014321893,2.828427125
Croatia,2020-10-21 00:00:00,28287,1424,6459,393,11,71.92727144,28.7,5.54,14936.1,20,0.013893308,1.013990268,3.31662479
Croatia,2020-10-22 00:00:00,29850,1563,7380,406,13,71.92727144,28.7,5.54,14936.1,20,0.01360134,1.013694259,3.605551275
Croatia,2020-10-23 00:00:00,31717,1867,8394,413,7,71.92727144,28.7,5.54,14936.1,20,0.013021408,1.013106556,2.645751311
Croatia,2020-10-24 00:00:00,33959,2242,9745,429,16,71.92727144,28.7,5.54,14936.1,20,0.012632881,1.012713013,4
Croatia,2020-10-25 00:00:00,36380,2421,11144,437,8,71.92727144,28.7,5.54,14936.1,20,0.012012095,1.01208453,2.828427125
Croatia,2020-10-26 00:00:00,37208,828,10919,452,15,71.92727144,31.48,5.54,14936.1,20,0.012147925,1.012222011,3.872983346
Croatia,2020-10-27 00:00:00,38621,1413,11311,470,18,71.92727144,31.48,5.54,14936.1,20,0.012169545,1.012243895,4.242640687
Croatia,2020-10-28 00:00:00,40999,2378,12736,493,23,71.92727144,31.48,5.54,14936.1,20,0.012024684,1.012097271,4.795831523
Croatia,2020-10-29 00:00:00,43775,2776,14031,511,18,71.92727144,31.48,5.54,14936.1,20,0.01167333,1.011741729,4.242640687
Croatia,2020-10-30 00:00:00,46547,2772,15106,531,20,71.92727144,31.48,5.54,14936.1,20,0.011407824,1.011473142,4.472135955
Croatia,2020-10-31 00:00:00,49316,2769,15952,546,15,71.92727144,31.48,5.54,14936.1,20,0.011071458,1.011132973,3.872983346
Croatia,2020-11-01 00:00:00,51495,2179,15894,562,16,71.92727144,31.48,5.54,14936.1,20,0.010913681,1.010973452,4
Croatia,2020-11-02 00:00:00,52660,1165,14734,594,32,71.92727144,31.48,5.54,14936.1,20,0.011279909,1.011343767,5.656854249
Croatia,2020-11-03 00:00:00,54087,1427,14079,628,34,71.92727144,31.48,5.54,14936.1,20,0.011610923,1.011678592,5.830951895
Croatia,2020-11-04 00:00:00,56567,2480,14843,654,26,71.92727144,31.48,5.54,14936.1,20,0.011561511,1.011628604,5.099019514
Croatia,2020-11-05 00:00:00,59415,2848,15356,683,29,71.92727144,31.48,5.54,14936.1,20,0.011495414,1.01156174,5.385164807
Croatia,2020-11-06 00:00:00,62305,2890,15567,717,34,71.92727144,31.48,5.54,14936.1,20,0.011507905,1.011574375,5.830951895
Croatia,2020-11-07 00:00:00,64704,2399,15542,752,35,71.92727144,31.48,5.54,14936.1,20,0.011622156,1.011689956,5.916079783
Croatia,2020-11-08 00:00:00,67247,2543,15678,794,42,71.92727144,31.48,5.54,14936.1,20,0.011807218,1.011877199,6.480740698
Croatia,2020-11-09 00:00:00,68776,1529,14942,832,38,71.92727144,31.48,5.54,14936.1,20,0.012097243,1.012170711,6.164414003
Croatia,2020-11-10 00:00:00,70243,1467,14524,865,33,71.92727144,31.48,5.54,14936.1,20,0.012314394,1.012390529,5.744562647
Croatia,2020-11-11 00:00:00,72840,2597,15513,893,28,71.92727144,31.48,5.54,14936.1,20,0.012259747,1.012335206,5.291502622
Croatia,2020-11-12 00:00:00,75922,3082,16348,925,32,71.92727144,31.48,5.54,14936.1,20,0.012183557,1.012258079,5.656854249
Croatia,2020-11-13 00:00:00,78978,3056,16746,968,43,71.92727144,31.48,5.54,14936.1,20,0.012256578,1.012331997,6.557438524
Croatia,2020-11-14 00:00:00,81844,2866,17090,1006,38,71.92727144,31.48,5.54,14936.1,20,0.012291677,1.01236753,6.164414003
Croatia,2020-11-15 00:00:00,84206,2362,16926,1049,43,71.92727144,31.48,5.54,14936.1,20,0.012457545,1.012535463,6.557438524
Croatia,2020-11-16 00:00:00,85519,1313,15699,1082,33,71.92727144,31.48,5.54,14936.1,20,0.012652159,1.012732536,5.744562647
Croatia,2020-11-17 00:00:00,87464,1945,15371,1113,31,71.92727144,31.48,5.54,14936.1,20,0.012725236,1.012806546,5.567764363
Croatia,2020-11-18 00:00:00,90715,3251,16891,1151,38,71.92727144,31.48,5.54,14936.1,20,0.012688089,1.012768924,6.164414003
Croatia,2020-11-19 00:00:00,93879,3164,17814,1200,49,71.92727144,31.48,5.54,14936.1,20,0.012782411,1.012864456,7
Croatia,2020-11-20 00:00:00,96837,2958,18193,1257,57,71.92727144,31.48,5.54,14936.1,20,0.012980576,1.013065189,7.549834435
Croatia,2020-11-21 00:00:00,100410,3573,19079,1304,47,71.92727144,38.89,5.54,14936.1,20,0.012986754,1.013071448,6.8556546
Croatia,2020-11-22 00:00:00,103718,3308,19985,1353,49,71.92727144,38.89,5.54,14936.1,20,0.013044987,1.013130444,7
Croatia,2020-11-23 00:00:00,105691,1973,19275,1398,45,71.92727144,38.89,5.54,14936.1,20,0.013227238,1.013315105,6.708203932
Croatia,2020-11-24 00:00:00,108014,2323,19161,1445,47,71.92727144,38.89,5.54,14936.1,20,0.013377895,1.01346778,6.8556546
Croatia,2020-11-25 00:00:00,111617,3603,20691,1501,56,71.92727144,38.89,5.54,14936.1,20,0.013447772,1.0135386,7.483314774
Croatia,2020-11-26 00:00:00,115626,4009,21725,1552,51,71.92727144,38.89,5.54,14936.1,20,0.013422587,1.013513074,7.141428429
Croatia,2020-11-27 00:00:00,119706,4080,22408,1600,48,71.92727144,38.89,5.54,14936.1,20,0.01336608,1.013455806,6.92820323
Croatia,2020-11-28 00:00:00,123693,3987,23573,1655,55,71.92727144,41.67,5.54,14936.1,20,0.0133799,1.013469812,7.416198487
Croatia,2020-11-29 00:00:00,126612,2919,23062,1712,57,71.92727144,41.67,5.54,14936.1,20,0.013521625,1.013613456,7.549834435
Croatia,2020-11-30 00:00:00,128442,1830,21457,1786,74,71.92727144,41.67,5.54,14936.1,20,0.013905109,1.014002235,8.602325267
Croatia,2020-12-01 00:00:00,131342,2900,21250,1861,75,71.92727144,47.22,5.54,14936.1,20,0.014169116,1.014269973,8.660254038
Croatia,2020-12-02 00:00:00,134881,3539,22610,1916,55,71.92727144,47.22,5.54,14936.1,20,0.014205114,1.014306486,7.416198487
